,Accident_Index_x,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Accident_Index_y,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,city
1720005,201534WS32105,455515.0,247080.0,-1.190615,52.119258,34,3,2,1,2015-12-12,7,09:50,385,E10000021,5,54,6,60,6,4,5,19,0,0,1,2,2,0,0,2,1,E01027306,2012170S22172,1,1,1,1,78,11,2,0,0,0,0,0,9,1,
1721795,2015350203015,531310.0,280040.0,-0.071296,52.402625,35,3,2,1,2015-12-12,7,11:50,393,E10000003,3,141,1,60,1,4,4,1040,0,0,1,1,2,0,0,2,1,E01018209,201220K000472,2,1,1,2,45,7,2,0,0,0,0,0,1,1,
1721796,2015350203115,545500.0,257780.0,0.127526,52.199056,35,2,1,1,2015-12-13,1,01:20,390,E10000003,3,1307,6,30,6,2,3,603,0,5,4,2,2,0,0,1,1,E01018005,201220K000482,1,1,3,1,46,8,2,1,1,0,0,0,0,1,Cambridge
1721859,2015350210015,521200.0,299200.0,-0.212855,52.577119,35,3,2,1,2015-12-12,7,18:12,394,E06000031,6,0,6,30,0,-1,-1,0,0,0,6,8,2,0,0,1,1,E01015616,201220K003142,2,2,2,2,47,8,3,0,0,2,0,0,9,1,Peterborough
1721967,2015350223915,548980.0,257050.0,0.178085,52.191569,35,2,2,1,2015-12-12,7,15:00,390,E10000003,5,233,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01017962,201220K005642,2,3,2,1,31,6,3,0,0,2,0,0,9,1,Cambridge
1723439,2015360096194,625113.0,306198.0,1.323212,52.606889,36,3,2,4,2015-12-12,7,18:03,406,E10000020,3,146,3,70,6,2,3,47,0,0,4,8,1,0,0,2,1,E01026937,201220M014802,2,1,1,2,49,8,3,0,0,0,0,0,1,1,South Norfolk
1723441,2015360096209,594195.0,342621.0,0.888852,52.945823,36,3,2,3,2015-12-13,1,12:45,405,E10000020,3,149,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01026763,201220M014872,2,1,1,2,33,6,2,0,0,0,0,0,3,1,North Norfolk
1723442,2015360096228,591263.0,329459.0,0.837541,52.828703,36,3,2,2,2015-12-13,1,10:40,405,E10000020,3,1065,6,60,3,4,6,0,0,0,1,1,2,0,0,2,1,E01026780,201220M014882,2,1,1,1,19,4,3,0,0,0,0,0,9,1,North Norfolk
1723444,2015360096230,580010.0,309474.0,0.659757,52.653114,36,3,2,1,2015-12-13,1,13:35,400,E10000020,3,47,3,70,5,4,3,47,0,0,1,1,1,0,0,2,1,E01026455,201220M014902,1,1,1,1,37,7,3,0,0,0,0,0,9,1,Breckland
1725123,201537EA96027,642648.0,289224.0,1.569272,52.44705,37,3,2,1,2015-12-12,7,08:40,416,E10000029,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01030226,201220T025702,2,1,2,1,20,4,3,0,0,1,0,0,9,1,East Suffolk
1725143,201537EA96164,573046.0,277640.0,0.540369,52.369477,37,3,2,2,2015-12-12,7,16:23,411,E10000029,3,1065,6,60,3,4,4,1112,0,0,7,1,1,0,0,2,1,E01032525,201220T026412,2,1,1,1,21,5,2,0,0,0,0,0,1,1,West Suffolk
1725146,201537EA96185,570680.0,248719.0,0.491058,52.110457,37,3,1,1,2015-12-12,7,15:40,414,E10000029,3,143,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01030122,201220T026532,1,2,2,1,38,7,3,0,0,1,0,0,9,1,West Suffolk
1725149,201537EA96206,615915.0,244507.0,1.148003,52.056854,37,3,1,1,2015-12-13,1,20:05,412,E10000029,3,1156,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01029988,201220T026982,1,1,2,1,22,5,3,0,0,1,0,0,9,1,Ipswich
1725150,201537EA96211,624620.0,243925.0,1.274375,52.048173,37,3,2,2,2015-12-13,1,13:14,415,E10000029,3,12,1,60,1,4,5,322,0,0,1,1,1,0,0,2,1,E01030197,201220T027122,2,1,1,1,45,7,3,0,0,0,0,0,9,1,East Suffolk
1725151,201537EA96217,624915.0,279847.0,1.302513,52.370472,37,3,2,1,2015-12-13,1,16:23,413,E10000029,4,1116,6,30,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01030053,201220T027122,2,2,2,2,41,7,3,0,0,1,0,0,9,1,Mid Suffolk
1725152,201537EA96221,569962.0,245599.0,0.479029,52.082654,37,3,2,1,2015-12-13,1,10:00,414,E10000029,4,1061,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01030122,201220T027122,2,3,2,1,8,2,3,0,0,2,0,0,9,1,West Suffolk
1725153,201537EA96225,584831.0,266379.0,0.707089,52.264507,37,3,2,2,2015-12-13,1,13:50,414,E10000029,3,1101,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01030130,201220T027122,2,4,2,1,7,2,3,0,0,2,0,0,9,1,West Suffolk
1725657,2015405BA1191,506144.0,251452.0,-0.450035,52.15116,40,3,2,2,2015-12-12,7,02:22,420,E06000055,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01017532,201220T057482,2,2,2,1,8,2,3,0,0,2,0,0,9,1,
1725660,2015405BA1204,516341.0,256185.0,-0.299444,52.191641,40,3,6,5,2015-12-12,7,13:50,420,E06000055,3,1,3,60,8,4,6,0,0,0,1,1,2,0,0,2,1,E01017542,201220T057492,1,2,3,1,7,2,3,1,3,0,0,0,0,1,
1726171,2015405CA1468,508723.0,223202.0,-0.421321,51.89677,40,3,7,1,2015-12-12,7,05:04,421,E06000032,3,6,1,30,1,4,3,5228,0,1,4,1,1,0,0,1,1,E01015695,201220W034512,2,2,1,1,35,6,3,0,0,0,0,0,9,1,
1726179,2015405CA1489,509985.0,221284.0,-0.403599,51.879285,40,3,2,1,2015-12-12,7,22:15,421,E06000032,6,0,6,30,3,2,6,0,0,5,4,5,2,0,0,1,2,E01015743,201220W035062,1,2,2,1,20,4,3,0,0,0,4,0,11,-1,
1726181,2015405CA1493,506408.0,222536.0,-0.455157,51.89123,40,3,2,1,2015-12-12,7,14:40,421,E06000032,6,0,6,30,8,4,6,0,0,0,1,1,2,0,0,1,2,E01015715,201220W035092,2,1,1,2,83,11,3,0,0,0,0,0,9,1,
1726199,2015405CA1540,510084.0,222714.0,-0.401705,51.892117,40,3,1,1,2015-12-13,1,22:45,421,E06000032,3,5228,6,30,1,4,6,0,0,1,4,1,2,0,1,1,1,E01015777,201220W036232,1,1,3,2,73,10,3,1,1,0,0,0,0,1,
1726652,2015405DA1069,495720.0,237699.0,-0.606196,52.029453,40,3,2,1,2015-12-12,7,08:45,424,E06000056,3,421,7,70,5,2,5,76,0,0,1,1,2,0,0,2,2,E01033194,201220Z000792,1,30,2,1,29,6,3,0,0,0,4,0,11,1,
1726668,2015405DA1113,492206.0,225165.0,-0.660763,51.917388,40,3,1,1,2015-12-12,7,16:21,424,E06000056,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017555,201220Z000822,2,3,2,1,44,7,3,0,0,2,0,0,9,-1,
1727558,20154100C1163,510757.0,196926.0,-0.400147,51.660214,41,3,1,1,2015-12-13,1,11:40,437,E10000015,3,411,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01023861,2012212001372,2,1,1,2,41,7,3,0,0,0,0,0,9,1,Watford
1727567,20154100C1199,511030.0,196351.0,-0.396385,51.654992,41,3,1,1,2015-12-12,7,16:42,437,E10000015,6,329,6,30,9,4,6,94,0,0,4,4,2,0,0,1,1,E01023862,2012212001390,2,1,1,1,27,6,3,0,0,0,0,0,9,2,Watford
1727570,20154100C1216,504603.0,194550.0,-0.489793,51.640036,41,3,2,4,2015-12-13,1,00:10,436,E10000015,6,41,6,30,3,4,6,42,0,0,4,1,2,0,0,1,1,E01023848,2012212001397,1,2,1,2,23,5,3,0,0,0,0,0,9,1,Three Rivers
1727575,20154100C1222,506458.0,193831.0,-0.463216,51.633226,41,3,1,1,2015-12-12,7,21:25,436,E10000015,3,404,3,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01023849,2012212001402,1,1,1,1,18,4,3,0,0,0,0,0,9,1,Three Rivers
1727787,20154100D0650,501410.0,213315.0,-0.53046,51.809283,41,3,2,1,2015-12-13,1,09:50,431,E10000015,3,4146,6,60,6,4,5,151,0,0,1,2,2,0,0,2,1,E01023356,2012212001752,2,1,1,2,46,8,3,0,0,0,0,0,9,1,Dacorum
1727788,20154100D0651,508014.0,207273.0,-0.436585,51.753744,41,3,2,1,2015-12-12,7,06:35,431,E10000015,3,414,1,40,1,4,3,414,0,0,4,1,1,0,0,2,1,E01023345,2012212001752,3,2,1,2,29,6,3,0,0,0,0,0,9,1,Dacorum
1727791,20154100D0657,505640.0,207696.0,-0.470836,51.757998,41,3,2,1,2015-12-12,7,23:38,431,E10000015,4,487,6,30,3,4,6,653,0,0,4,2,2,0,0,1,1,E01023400,2012212001759,1,1,1,1,7,2,3,0,0,0,0,0,1,1,Dacorum
1728227,20154100F0804,511504.0,203430.0,-0.387276,51.718522,41,3,1,1,2015-12-12,7,12:15,434,E10000015,1,1,3,70,5,4,1,25,0,0,1,1,2,0,0,2,1,E01023732,2012212002477,1,1,2,2,50,8,3,0,0,1,0,0,9,1,St Albans
1728236,20154100F0836,516518.0,205732.0,-0.313957,51.738192,41,3,2,2,2015-12-13,1,17:10,434,E10000015,3,1081,6,40,3,2,5,62,0,5,4,2,2,0,0,1,1,E01023683,2012212002480,2,1,2,2,41,7,3,0,0,1,0,0,9,1,St Albans
1728492,20154100G0677,524811.0,219742.0,-0.18888,51.86231,41,3,1,1,2015-12-13,1,10:10,433,E10000015,6,181,6,30,3,4,6,182,0,0,1,2,2,0,0,2,2,E01023629,2012212002939,2,1,1,1,44,7,3,0,0,0,0,0,9,2,North Hertfordshire
1728750,20154100J0707,522480.0,199866.0,-0.229717,51.684206,41,3,1,1,2015-12-12,7,00:56,33,E10000015,2,1,7,70,1,4,1,1,0,0,4,2,2,0,0,2,1,E01023584,2012212003364,1,1,2,1,17,4,3,0,0,1,0,0,9,1,Hertsmere
1728751,20154100J0708,519447.0,195370.0,-0.275103,51.644452,41,2,2,3,2015-12-12,7,14:06,33,E10000015,3,411,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01023566,2012212003364,1,2,2,1,20,4,3,0,0,2,0,0,9,-1,Hertsmere
1729195,20154100T3191,502752.0,193608.0,-0.516808,51.63191,41,3,3,5,2015-12-13,1,16:30,436,E10000015,1,25,3,70,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01023835,2012212004069,2,1,1,1,52,8,3,0,0,0,0,0,9,1,Three Rivers
1729614,2015420035322,561493.0,222023.0,0.344461,51.8734,42,3,1,1,2015-12-12,7,07:00,463,E10000012,4,184,1,30,1,4,6,0,0,0,1,2,2,0,0,2,1,E01033055,2012212004856,2,1,1,2,48,8,3,0,0,0,0,0,9,1,Uttlesford
1729616,2015420035325,621586.0,230330.0,1.221428,51.927358,42,3,1,1,2015-12-12,7,09:40,461,E10000012,4,1352,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01022028,2012212004858,2,1,1,1,32,6,3,0,0,0,0,0,1,1,
1729617,2015420035327,576931.0,187206.0,0.55082,51.555989,42,2,1,1,2015-12-12,7,09:30,453,E10000012,4,1006,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01021523,2012212004863,1,1,2,2,47,8,3,0,0,1,0,0,9,1,Castle Point
1729619,2015420035332,571073.0,201679.0,0.473467,51.687804,42,3,2,1,2015-12-12,7,11:50,454,E10000012,3,12,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01021555,2012212004870,1,1,3,2,11,3,3,9,7,0,0,0,0,3,Chelmsford
1729622,2015420035337,575179.0,210159.0,0.537067,51.762709,42,3,5,1,2015-12-12,7,17:51,454,E10000012,3,12,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01021537,2012212004874,2,1,1,2,35,6,3,0,0,0,0,0,9,1,Chelmsford
1729623,2015420035339,547398.0,204380.0,0.132384,51.718782,42,3,1,1,2015-12-12,7,21:45,456,E10000012,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01021761,2012212004874,2,2,2,1,29,6,3,0,0,1,0,0,9,-1,Epping Forest
1729624,2015420035340,617914.0,222365.0,1.163081,51.857303,42,2,1,1,2015-12-12,7,21:50,461,E10000012,4,1033,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,2,E01021974,2012212004877,1,1,3,2,37,7,2,5,3,0,0,0,0,2,
1729625,2015420035341,583567.0,185911.0,0.645761,51.542239,42,2,1,1,2015-12-13,1,00:26,460,E06000033,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01015909,2012212004884,2,1,2,2,19,4,3,0,0,1,0,0,9,1,Southend-on-Sea
1729627,2015420035347,558412.0,178589.0,0.280056,51.484072,42,2,1,1,2015-12-13,1,14:02,462,E06000034,4,186,1,40,1,4,6,0,0,0,1,2,2,0,0,1,2,E01016012,2012212004885,2,1,1,1,54,8,3,0,0,0,0,0,8,1,
1729628,2015420035348,569427.0,215608.0,0.456459,51.813425,42,2,1,1,2015-12-13,1,13:15,454,E10000012,4,1008,1,60,1,4,6,0,0,0,1,2,2,0,0,2,2,E01021539,2012212004886,1,2,1,2,25,5,3,0,0,0,0,0,9,1,Chelmsford
1729629,2015420035350,574801.0,210000.0,0.531516,51.761399,42,3,2,1,2015-12-13,1,16:30,454,E10000012,3,12,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,2,E01021537,2012212004886,2,1,1,1,25,5,3,0,0,0,0,0,9,1,Chelmsford
1729630,2015420035353,586238.0,186371.0,0.684476,51.545496,42,2,1,1,2015-12-13,1,17:00,460,E06000033,3,13,6,30,3,4,5,0,0,0,4,8,2,0,0,1,2,E01015832,2012212004887,2,1,2,2,52,8,3,0,0,1,0,0,9,-1,Southend-on-Sea
1729631,2015420035354,579974.0,183441.0,0.592744,51.521209,42,2,1,1,2015-12-13,1,16:35,453,E10000012,4,1014,2,30,9,4,4,1014,0,1,4,8,2,0,0,1,1,E01021498,2012212004888,2,1,1,1,4,1,3,0,0,0,0,0,1,1,Castle Point
1729639,2015420035477,559539.0,187681.0,0.300387,51.565439,42,3,2,3,2015-12-13,1,16:54,452,E10000012,4,186,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01021473,2012212004897,1,1,1,2,23,5,2,0,0,0,0,0,9,-1,Brentwood
1729644,2015420035531,579090.0,211880.0,0.594565,51.776931,42,1,2,1,2015-12-13,1,01:40,451,E10000012,3,12,3,70,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01021394,2012212004908,1,1,1,1,8,2,3,0,0,0,0,0,1,1,
1729662,2015420035738,586576.0,186941.0,0.689647,51.550504,42,2,4,1,2015-12-13,1,01:05,460,E06000033,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01015904,2012212004953,1,2,3,1,32,6,3,9,5,0,0,0,0,-1,
1729666,2015420035770,577260.0,189189.0,0.55656,51.573698,42,3,2,1,2015-12-13,1,12:20,453,E10000012,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01021513,2012212004961,2,1,1,2,42,7,3,0,0,0,0,0,1,1,Castle Point
1729672,2015420035777,576484.0,223317.0,0.562658,51.880485,42,2,2,1,2015-12-12,7,21:24,451,E10000012,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,E01033459,2012212004975,1,1,1,2,26,6,3,0,0,0,0,0,9,3,
1729677,2015420035900,545634.0,210741.0,0.109528,51.776396,42,3,1,1,2015-12-13,1,05:10,457,E10000012,6,0,6,40,0,-1,-1,0,0,4,5,2,2,0,0,1,1,E01021853,2012212004984,1,3,2,1,18,4,3,0,0,2,0,0,9,1,
1729684,2015420035985,599741.0,223568.0,0.900254,51.874901,42,2,1,1,2015-12-12,7,04:50,455,E10000012,6,0,6,30,3,4,6,0,0,0,7,1,1,0,0,2,2,E01021642,2012212004993,1,1,3,1,53,8,3,6,9,0,0,0,0,1,
1729786,2015420037055,574869.0,223063.0,0.539091,51.878712,42,3,1,1,2015-12-13,1,16:05,451,E10000012,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01021364,2012212005180,2,1,1,2,28,6,3,0,0,0,0,0,9,1,
1733177,201543N069125,504186.0,185846.0,-0.4984,51.56188,43,3,2,3,2015-12-12,7,14:39,477,E10000002,1,40,1,40,1,2,3,40,0,0,1,1,2,0,0,2,1,E01017812,201222F200277,2,3,2,2,22,5,3,0,0,1,0,0,9,3,
1733226,201543N083125,499547.0,203213.0,-0.560364,51.718819,43,3,2,2,2015-12-13,1,00:03,478,E10000002,4,4505,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01017750,201222F200588,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,
1733457,201543N146125,502170.0,185213.0,-0.527656,51.556559,43,2,1,1,2015-12-13,1,13:40,477,E10000002,1,40,7,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01017824,201222F202257,1,1,1,1,44,7,3,0,0,0,0,0,9,1,
1733461,201543N147125,500459.0,191781.0,-0.55045,51.615902,43,3,2,1,2015-12-13,1,10:45,478,E10000002,6,437,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01017757,201222F202257,1,7,2,2,46,8,2,0,0,2,0,0,9,1,
1733643,201543N193125,485345.0,194127.0,-0.768114,51.639482,43,3,2,1,2015-12-13,1,16:40,480,E10000002,6,3150,6,30,3,4,6,3150,0,0,4,7,2,0,0,1,1,E01017857,201222F203382,2,1,1,1,67,10,3,0,0,0,0,0,1,2,
1734369,201543P100125,445029.0,210335.0,-1.348555,51.789866,43,3,1,1,2015-12-13,1,19:36,485,E10000025,3,40,6,60,3,2,6,0,0,5,4,1,2,0,0,2,1,E01028788,201222G204707,3,2,1,1,37,7,3,0,0,0,0,0,9,1,West Oxfordshire
1734399,201543P106125,451516.0,188912.0,-1.257668,51.596706,43,3,1,1,2015-12-12,7,07:04,484,E10000025,6,189,6,30,0,-1,-1,0,0,0,4,1,2,0,7,1,1,E01028637,201222G204948,2,2,1,2,24,5,3,0,0,0,0,0,9,1,South Oxfordshire
1734463,201543P119125,454860.0,218798.0,-1.204696,51.865073,43,3,3,1,2015-12-13,1,12:14,481,E10000025,3,34,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01028497,2012230024812,1,1,1,1,62,9,3,0,0,0,0,0,20,1,Cherwell
1734465,201543P120125,458363.0,216506.0,-1.154216,51.844113,43,3,1,1,2015-12-13,1,16:13,481,E10000025,1,40,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01028501,2012230034712,2,1,1,1,29,6,3,0,0,0,0,0,9,1,South Oxfordshire
1734509,201543P129125,443374.0,210701.0,-1.372502,51.793286,43,3,1,1,2015-12-13,1,23:50,485,E10000025,6,206,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01028787,2012230129412,1,2,2,1,14,3,2,0,0,2,0,0,9,1,West Oxfordshire
1734514,201543P130125,462081.0,220255.0,-1.09958,51.877416,43,2,2,3,2015-12-12,7,19:10,481,E10000025,3,41,6,50,6,4,6,0,0,0,6,1,2,0,0,2,1,E01028499,2012230135612,1,2,2,2,19,4,3,0,0,2,0,0,9,1,Cherwell
1734546,201543P136125,455060.0,219005.0,-1.201759,51.866914,43,3,3,1,2015-12-13,1,15:27,481,E10000025,3,34,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01028497,2012231005912,2,1,2,2,18,4,3,0,0,1,0,0,9,1,Cherwell
1734558,201543P138125,453626.0,206072.0,-1.22458,51.750784,43,3,2,1,2015-12-13,1,22:38,482,E10000025,6,320,1,20,1,4,6,0,0,0,4,1,2,0,0,2,1,E01028581,2012231010612,1,1,1,1,38,7,3,0,0,0,0,0,8,1,Oxford
1734709,201543P173125,448115.0,212430.0,-1.303526,51.808444,43,3,1,1,2015-12-12,7,06:37,481,E10000025,3,44,3,50,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01028510,2012231060312,1,1,3,2,18,4,3,5,2,0,0,0,0,1,Cherwell
1734731,201543P177125,462087.0,220259.0,-1.099492,51.877451,43,3,2,2,2015-12-12,7,19:10,481,E10000025,3,41,6,50,6,4,6,0,0,0,6,1,2,0,3,2,1,E01028499,2012231065812,1,1,2,1,0,1,3,0,0,2,0,0,9,1,Cherwell
1734860,201543P208125,470707.0,205833.0,-0.977233,51.746743,43,3,2,1,2015-12-12,7,18:18,484,E10000025,6,383,6,30,2,4,4,4445,0,0,4,2,2,0,0,1,1,E01028671,2012231119312,1,1,1,1,42,7,2,0,0,0,0,0,8,1,South Oxfordshire
1734960,201543P228125,455067.0,219012.0,-1.201656,51.866977,43,3,3,3,2015-12-12,7,16:42,481,E10000025,3,34,3,70,0,-1,-1,0,0,0,4,4,2,0,0,2,1,E01028424,2012232508512,2,1,1,1,46,8,3,0,0,0,0,0,9,1,Cherwell
1735892,201543R094125,502134.0,178180.0,-0.530212,51.493349,43,3,2,2,2015-12-13,1,18:00,473,E06000039,1,4,3,70,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01016481,2012233096712,1,1,3,1,41,7,3,1,3,0,0,0,0,3,
1735930,201543R104125,496375.0,180367.0,-0.612543,51.514018,43,3,2,1,2015-12-13,1,19:15,473,E06000039,3,355,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01016465,2012233106412,2,1,1,2,66,10,3,0,0,0,0,0,9,1,
1736079,201543R144125,489219.0,178635.0,-0.716076,51.499622,43,3,1,1,2015-12-13,1,13:15,474,E06000040,1,4,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01016539,2012233527012,2,1,1,1,33,6,3,0,0,0,0,0,9,1,
1736082,201543R145125,498933.0,180090.0,-0.57577,51.511086,43,3,2,1,2015-12-12,7,07:20,473,E06000039,3,412,3,40,5,2,6,7302,0,5,1,1,1,0,0,1,1,E01016457,2012233527912,2,1,1,1,42,7,3,0,0,0,0,0,9,2,
1736877,201543S075125,490886.0,240003.0,-0.676023,52.050974,43,3,3,1,2015-12-12,7,11:38,479,E06000042,1,1,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01016803,201230B001599,2,1,1,2,64,9,2,0,0,0,0,0,1,1,
1736882,201543S076125,484756.0,245163.0,-0.764114,52.098324,43,3,3,2,2015-12-13,1,16:25,479,E06000042,1,1,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01016802,201230B001605,2,1,2,2,32,6,3,0,0,1,0,0,9,1,
1736894,201543S079125,480619.0,239820.0,-0.825754,52.050915,43,3,3,1,2015-12-13,1,17:27,479,E06000042,3,5,3,70,0,-1,-1,0,0,0,6,7,2,0,2,2,1,E01016839,201230B001612,1,1,1,1,71,10,3,0,0,0,0,0,9,2,
1736898,201543S080125,486011.0,243339.0,-0.746257,52.081736,43,3,2,2,2015-12-12,7,22:46,479,E06000042,1,1,3,70,0,-1,-1,0,0,0,6,2,2,0,0,1,1,E01016760,201230B001614,1,1,1,1,28,6,3,0,0,0,0,0,9,2,
1737555,201543W094125,451558.0,168398.0,-1.260054,51.412266,43,3,2,2,2015-12-12,7,23:24,471,E06000037,6,7152,6,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01016335,201230C000884,1,1,3,2,20,4,3,9,9,0,0,0,0,1,
1737596,201543W103125,470124.0,173489.0,-0.992132,51.456047,43,2,1,1,2015-12-12,7,22:42,472,E06000038,6,7201,6,30,3,4,6,7201,0,0,4,1,2,0,0,1,1,E01016360,201230C000991,1,1,3,2,14,3,3,5,4,0,0,0,0,2,
1737609,201543W107125,432692.0,174872.0,-1.530713,51.471874,43,3,1,2,2015-12-13,1,11:15,471,E06000037,1,4,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01016304,201230C000996,2,2,1,1,63,9,3,0,0,0,0,0,9,2,
1742235,2015440430634,457381.0,90552.0,-1.18866,50.711777,44,3,1,2,2015-12-12,7,04:00,505,E06000046,6,0,6,60,0,-1,-1,0,0,0,7,2,2,0,0,2,1,E01017283,201231C164412,1,1,1,2,23,5,3,0,0,0,0,0,9,1,
1742273,2015440433966,444202.0,120279.0,-1.371726,50.98023,44,3,4,2,2015-12-12,7,00:03,491,E10000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01022659,201231C173912,1,4,2,1,9,2,3,0,0,0,4,0,10,-1,Eastleigh
1742276,2015440434401,465377.0,147706.0,-1.065169,51.224812,44,3,1,1,2015-12-12,7,09:45,490,E10000014,3,339,6,60,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01022561,201231C174212,2,1,2,2,26,6,3,0,0,2,0,0,8,-1,Basingstoke and Deane
1742277,2015440434554,477393.0,143461.0,-0.894044,51.185148,44,2,2,1,2015-12-12,7,12:00,497,E10000014,3,31,3,70,0,-1,-1,0,0,0,1,4,1,0,0,2,1,E01022581,201231C174312,1,1,2,2,100,11,3,0,0,0,3,0,11,1,East Hampshire
1742278,2015440434789,442690.0,122951.0,-1.392949,51.004369,44,3,3,1,2015-12-12,7,16:07,491,E10000014,4,3043,6,30,6,4,6,0,0,0,4,1,1,0,0,2,1,E01023229,201231C174612,1,1,2,2,17,4,3,0,0,0,0,0,19,-1,Eastleigh
1742279,2015440434882,460723.0,86343.0,-1.142022,50.673592,44,3,1,1,2015-12-12,7,17:40,505,E06000046,4,3395,6,60,0,-1,-1,0,0,0,5,4,2,0,0,2,1,E01017285,201231C174912,2,1,1,2,22,5,3,0,0,0,0,0,9,1,
1742281,2015440435360,444053.0,111135.0,-1.374951,50.89802,44,2,2,1,2015-12-13,1,00:03,500,E06000045,3,3025,1,30,1,4,6,0,0,0,4,1,2,0,0,1,1,E01017276,201231C175812,2,1,1,1,17,4,3,0,0,0,0,0,1,1,Southampton
1742282,2015440435644,460086.0,100773.0,-1.148687,50.803408,44,2,4,2,2015-12-13,1,10:00,493,E10000014,3,32,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01022817,201231C176112,2,1,1,1,63,9,3,0,0,0,0,0,9,1,
1742283,2015440435851,467270.0,156705.0,-1.036375,51.305498,44,3,2,1,2015-12-12,7,18:05,490,E10000014,3,33,6,50,3,4,6,0,0,0,6,9,2,0,0,2,2,E01022492,201231C176512,2,1,1,1,27,6,3,0,0,0,0,0,9,1,Basingstoke and Deane
1742284,2015440435914,426653.0,95784.0,-1.623477,50.761041,44,3,2,1,2015-12-12,7,17:00,496,E10000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01023035,201231C176612,2,1,1,1,34,6,3,0,0,0,0,0,1,1,New Forest
